horizon,mse,rmse,mae,mape,mdape,smape,coverage
271 days,1157.8704624151337,34.027495682390935,29.73119862487904,0.04531397885391468,0.03425097699666059,0.046455472276149844,0.375
272 days,1210.033859310813,34.78554095182096,30.84166934696619,0.04563599997534737,0.03411059591508345,0.04677316627145918,0.325
273 days,1221.1517516008507,34.94498177994733,31.075835609691502,0.04550224205888383,0.03411059591508345,0.04660350998808434,0.3
274 days,1100.9803558730732,33.18102403291787,28.742394752717576,0.04310643244562,0.03289472987259025,0.044143124455451085,0.35
275 days,1060.7322177059973,32.56888419497968,28.01273429264478,0.04229604691883113,0.03088010252734367,0.043296546814138366,0.4
295 days,1066.1895636871202,32.652558302330924,28.36952641593748,0.04429883050269313,0.03340968305014971,0.04537969715497863,0.375
296 days,1311.9266699248735,36.2205282943923,31.990877961518642,0.05535109099878384,0.04792055434683616,0.05737858818053497,0.3
297 days,1309.6214139062536,36.188691796005195,31.926878242718224,0.05491295763261256,0.04353922068512335,0.056921365707958624,0.35
298 days,1169.652288785269,34.200179660131454,30.00342745032824,0.04827509449633731,0.036217286032418715,0.04959146487848837,0.4
299 days,1244.4851448599004,35.27726101697665,31.309134519017142,0.049806001068173934,0.04353922068512335,0.050988813620473736,0.35
300 days,1288.3442660428568,35.89351286852342,32.16936221521129,0.050209378792087145,0.04767494457358304,0.051288993533508354,0.3
301 days,1132.8021097942767,33.65712569121548,29.53769329449684,0.04557193326350996,0.04122092941744753,0.046758711920233384,0.35
302 days,994.8868256373751,31.541826605911318,27.801564023816535,0.04297053914644591,0.03500141998992552,0.044129121349635626,0.35
303 days,1210.0746400975054,34.786127121275015,31.1855012152427,0.045912296717989576,0.04416891343951917,0.04717775216656516,0.25
304 days,1200.8122402430718,34.65273784628094,30.99775213395656,0.04531551105368893,0.04416891343951917,0.046544474655021775,0.3
305 days,1118.9420162562735,33.4505906712613,29.323922467578246,0.043641626340285906,0.04416891343951917,0.044827509472283145,0.35
306 days,1050.8747834466553,32.417198883411494,28.217359491441833,0.042428514202347105,0.04075700699426616,0.043566497240937876,0.4
324 days,1202.7161727945784,34.680198569134205,29.908691509980383,0.049447569839287685,0.04416891343951917,0.05134661336731071,0.4
325 days,1228.7696625554522,35.05381095623488,30.935640121419777,0.051780254885285024,0.04535665330590721,0.053740629467539935,0.35
326 days,1235.6166837410442,35.15133971473981,31.09232075189384,0.05372166913539328,0.04747636643034015,0.05577082860332285,0.3
327 days,1239.2371035475435,35.20279965496414,31.472996258581627,0.052260590054494696,0.04747636643034015,0.05406111609160032,0.3
328 days,1221.5069280794742,34.95006334871904,31.34413264728583,0.05001295497381382,0.04747636643034015,0.051195098800044934,0.3
329 days,1193.9036143971707,34.55291036073764,30.761204118987337,0.04827432449030454,0.04535665330590721,0.04937902998921546,0.325
330 days,1213.935535817001,34.8415776884027,31.174160408316986,0.04791860275348585,0.04535665330590721,0.04904725256525806,0.3
331 days,1185.33583394702,34.42870653897732,30.701570499808952,0.04703045108485216,0.04416891343951917,0.04819609646389458,0.3
332 days,1330.4397594796133,36.475193755203186,32.86044004472435,0.04846156375954734,0.04394861185824161,0.04974856871007738,0.275
333 days,1304.626935648783,36.11961981595021,32.69657167482923,0.04810799940728343,0.04394861185824161,0.04936311640144951,0.3
334 days,1279.2797607772877,35.76702057450813,32.391356979347684,0.047404396190410904,0.04329678179365559,0.048625447820521465,0.35
335 days,1175.8124995575317,34.29012247801882,30.884881741826565,0.0458513013200239,0.042403393319184,0.047006090948394294,0.4
355 days,1359.4463186632404,36.870670168349804,32.982704958884085,0.05343396064460158,0.0435404026355594,0.055407223836179575,0.35
356 days,1435.1254017873985,37.88304900331279,34.80973927658393,0.059091475069607324,0.052544239657739064,0.06130500104852824,0.25
357 days,1335.962274557833,36.55081770026265,33.862186239040504,0.05484580229486048,0.052544239657739064,0.05648247419200072,0.25
358 days,1345.918446989723,36.686761195146715,34.06171158076514,0.05475093650081573,0.0515955817172916,0.056382893275287636,0.25
359 days,1350.6826871778298,36.75163516332069,33.74173037806898,0.05290075831737626,0.045583589465408456,0.05416139431630951,0.3
360 days,1241.5378866896651,35.23546348055699,32.31971533823966,0.049606304490802264,0.0435404026355594,0.050844443073285985,0.3
361 days,1305.787566763283,36.13568273553556,33.71076279881223,0.050795464323127426,0.0435404026355594,0.05210567303212641,0.2
362 days,1381.9442866487523,37.17451124962845,34.53478183859896,0.05108320990495276,0.045583589465408456,0.052499928837202,0.2
363 days,1486.9077682707773,38.560443050758344,35.611316549037895,0.051397485369637584,0.045583589465408456,0.05292231778200648,0.2
364 days,1444.0229623446523,38.00030213491272,34.954326476929616,0.05006721339031289,0.04305522338377002,0.05153351827407101,0.25
365 days,1352.5253273064668,36.77669543755212,33.76601678567587,0.04857036322856474,0.04164861996016514,0.04995689273311403,0.25
