date,bank_name,bank_name_raw,bank_category,source,low_coverage,dc_outstanding,atm_onsite,atm_offsite,pos_terminals,micro_atm,bharat_qr,upi_qr,dc_pos_vol,dc_online_vol,dc_others_vol,dc_atm_cash_vol
2013-10-01,United  Bank Of India,United  Bank of India,,xls_monthly,False,2402154.0,500.0,600.0,0.0,,,,163446.0,,,2325993.0
2013-10-01,Vijaya  Bank,Vijaya  Bank,,xls_monthly,False,2905930.0,835.0,215.0,1363.0,,,,223150.0,,,2932849.0
2013-10-01,Yes Bank,Yes Bank Ltd.,,xls_monthly,False,520569.0,374.0,764.0,6055.0,,,,253865.0,,,1147268.0
2013-11-01,Allahabad Bank,Allahabad Bank,,xls_monthly,False,2531314.0,460.0,332.0,233.0,,,,117480.0,,,3237077.0
2013-11-01,American Express Bkg. Corp.,American Express Bkg. Corp.,,xls_monthly,False,0.0,0.0,0.0,21610.0,,,,0.0,,,0.0
2013-11-01,Andhra Bank,Andhra Bank,,xls_monthly,False,9249591.0,858.0,619.0,2369.0,,,,656622.0,,,10361335.0
2013-11-01,Axis Bank,Axis Bank Ltd.,,xls_monthly,False,13590074.0,2430.0,9596.0,240150.0,,,,4608309.0,,,26774689.0
2013-11-01,Bank of Baroda,Bank of Baroda,,xls_monthly,False,12465979.0,3294.0,1569.0,7584.0,,,,1161613.0,,,10224683.0
2013-11-01,Bank of India,Bank of India,,xls_monthly,False,15833596.0,1688.0,1526.0,3064.0,,,,1306316.0,,,13854347.0
2013-11-01,Bank of Maharashtra,Bank of Maharashtra,,xls_monthly,False,4085692.0,641.0,345.0,23.0,,,,441502.0,,,3459188.0
2013-11-01,Barclays Bank,Barclays Bank,,xls_monthly,False,4491.0,0.0,0.0,0.0,,,,332.0,,,691.0
2013-11-01,Canara Bank,Canara Bank,,xls_monthly,False,12532498.0,2326.0,2039.0,1021.0,,,,794133.0,,,13097261.0
2013-11-01,Catholic Syrian Bank Ltd.,Catholic Syrian Bank Ltd.,,xls_monthly,False,543638.0,161.0,58.0,0.0,,,,14297.0,,,282631.0
2013-11-01,Central Bank of India,Central Bank of India,,xls_monthly,False,6090916.0,1834.0,1469.0,1315.0,,,,276011.0,,,13437663.0
2013-11-01,Citi Bank,Citibank,,xls_monthly,False,1794778.0,56.0,569.0,16672.0,,,,1903630.0,,,3634925.0
2013-11-01,City Union Bank,City Union Bank Ltd,,xls_monthly,False,1133481.0,359.0,530.0,2633.0,,,,183652.0,,,1440145.0
2013-11-01,Corporation Bank,Corporation Bank,,xls_monthly,False,5584912.0,1109.0,787.0,14072.0,,,,571901.0,,,3217672.0
2013-11-01,Dbs Ltd.,DBS Ltd.,,xls_monthly,False,14963.0,6.0,30.0,0.0,,,,8261.0,,,61134.0
2013-11-01,Dena Bank,Dena Bank,,xls_monthly,False,2292322.0,683.0,122.0,0.0,,,,183300.0,,,2392865.0
2013-11-01,Deutsche Bank,Deutsche Bank,,xls_monthly,False,76200.0,13.0,33.0,0.0,,,,89542.0,,,196315.0
2013-11-01,Development Credit Bank Ltd.,Development Credit Bank Ltd.,,xls_monthly,False,165172.0,98.0,146.0,576.0,,,,52457.0,,,332195.0
2013-11-01,Dhanalaxmi Bank Ltd.,Dhanalaxmi Bank Ltd.,,xls_monthly,False,804601.0,178.0,218.0,0.0,,,,51378.0,,,424163.0
2013-11-01,Federal Bank,Federal Bank Limited,,xls_monthly,False,3562796.0,881.0,420.0,8559.0,,,,384173.0,,,3417073.0
2013-11-01,HDFC Bank,HDFC  Bank Ltd.,,xls_monthly,False,17297969.0,4651.0,6694.0,223006.0,,,,8425986.0,,,30426316.0
2013-11-01,HSBC,HSBC,,xls_monthly,False,606629.0,70.0,75.0,17143.0,,,,296907.0,,,485131.0
2013-11-01,ICICI Bank,ICICI Bank Ltd.,,xls_monthly,False,21014427.0,3692.0,7483.0,238127.0,,,,8783452.0,,,31328329.0
2013-11-01,Idbi Ltd.,IDBI Ltd.,,xls_monthly,False,6042406.0,1026.0,993.0,14417.0,,,,1054122.0,,,6989358.0
2013-11-01,Indian Bank,Indian Bank,,xls_monthly,False,10745126.0,1244.0,413.0,0.0,,,,758738.0,,,11684051.0
2013-11-01,Indian Overseas Bank,Indian Overseas Bank,,xls_monthly,False,4909292.0,1452.0,821.0,471.0,,,,443400.0,,,3632595.0
2013-11-01,IndusInd Bank,IndusInd Bank Ltd,,xls_monthly,False,1462578.0,479.0,563.0,173.0,,,,236537.0,,,1435071.0
2013-11-01,Ing Vysya Bank,ING Vysya Bank,,xls_monthly,False,1282553.0,271.0,353.0,0.0,,,,213761.0,,,2213146.0
2013-11-01,Jammu & Kashmir Bank,Jammu & Kashmir Bank,,xls_monthly,False,1504048.0,469.0,283.0,3672.0,,,,45621.0,,,2870015.0
2013-11-01,Karnataka Bank,Karnataka Bank Ltd.,,xls_monthly,False,2059819.0,322.0,270.0,2031.0,,,,226021.0,,,1969222.0
2013-11-01,Karur Vysya Bank,Karur Vysya Bank Ltd,,xls_monthly,False,2656389.0,619.0,923.0,7584.0,,,,321797.0,,,3149147.0
2013-11-01,Kotak Mahindra Bank,Kotak Mahindra Bank Ltd,,xls_monthly,False,1068920.0,398.0,631.0,0.0,,,,656264.0,,,2454249.0
2013-11-01,Lakshmi Vilas Bank Ltd.,Lakshmi Vilas Bank Ltd.,,xls_monthly,False,441001.0,193.0,495.0,3405.0,,,,116296.0,,,1342621.0
2013-11-01,Oriental Bank Of Commerce,Oriental Bank of Commerce,,xls_monthly,False,4679040.0,1384.0,371.0,1522.0,,,,210884.0,,,4129347.0
2013-11-01,Punjab National Bank,Punjab National Bank,,xls_monthly,False,23723688.0,3214.0,3493.0,10460.0,,,,1668957.0,,,19020339.0
2013-11-01,Punjab and Sind Bank,Punjab and Sind Bank,,xls_monthly,False,406205.0,370.0,70.0,0.0,,,,2518.0,,,275584.0
2013-11-01,Ratnakar Bank Ltd.,Ratnakar Bank Ltd.,,xls_monthly,False,75060.0,82.0,183.0,0.0,,,,12830.0,,,147620.0
2013-11-01,Rbs (Abn Amro),RBS (ABN AMRO),,xls_monthly,False,164096.0,21.0,79.0,0.0,,,,88655.0,,,286372.0
2013-11-01,South Indian Bank,South Indian Bank Ltd,,xls_monthly,False,3012462.0,670.0,228.0,333.0,,,,156506.0,,,1999962.0
2013-11-01,Standard Chartered Bank,Standard Chartered Bank,,xls_monthly,False,710015.0,104.0,174.0,0.0,,,,628349.0,,,1359195.0
2013-11-01,State Bank Of Bikaner & Jaipur,State Bank of Bikaner & Jaipur,,xls_monthly,False,5884360.0,721.0,509.0,805.0,,,,214996.0,,,7381840.0
2013-11-01,State Bank Of Hyderabad,State Bank of Hyderabad,,xls_monthly,False,8819655.0,1307.0,536.0,61.0,,,,416393.0,,,14183452.0
2013-11-01,State Bank Of Mysore,State Bank of Mysore,,xls_monthly,False,3530073.0,642.0,271.0,1083.0,,,,209742.0,,,5397193.0
2013-11-01,State Bank Of Patiala,State Bank of Patiala,,xls_monthly,False,4370268.0,820.0,276.0,842.0,,,,147202.0,,,4563638.0
2013-11-01,State Bank Of Travancore,State Bank of Travancore,,xls_monthly,False,7915359.0,709.0,340.0,1281.0,,,,327321.0,,,7992599.0
2013-11-01,State Bank of India,State Bank of India,,xls_monthly,False,127248000.0,19687.0,15475.0,114406.0,,,,11071000.0,,,203335000.0
2013-11-01,Syndicate  Bank,Syndicate  Bank,,xls_monthly,False,6012994.0,1200.0,200.0,944.0,,,,323257.0,,,7691742.0
2013-11-01,Tamilnadu Mercantile Bank Ltd.,Tamilnadu Mercantile Bank Ltd.,,xls_monthly,False,615226.0,260.0,320.0,1191.0,,,,33381.0,,,2061146.0
2013-11-01,UCO Bank,UCO Bank,,xls_monthly,False,3801818.0,1298.0,606.0,0.0,,,,349768.0,,,3174334.0
2013-11-01,Union Bank of India,Union  Bank of India,,xls_monthly,False,11184840.0,2970.0,2737.0,4929.0,,,,739453.0,,,10990240.0
2013-11-01,United  Bank Of India,United  Bank of India,,xls_monthly,False,2369607.0,560.0,648.0,0.0,,,,184391.0,,,2592162.0
2013-11-01,Vijaya  Bank,Vijaya  Bank,,xls_monthly,False,2956779.0,814.0,210.0,1390.0,,,,207475.0,,,2745579.0
2013-11-01,Yes Bank,Yes Bank Ltd.,,xls_monthly,False,536564.0,385.0,770.0,6615.0,,,,246747.0,,,1093389.0
2013-12-01,Allahabad Bank,Allahabad Bank,,xls_monthly,False,2595285.0,487.0,344.0,270.0,,,,102519.0,,,3510899.0
2013-12-01,American Express Bkg. Corp.,American Express Bkg. Corp.,,xls_monthly,False,0.0,0.0,0.0,21847.0,,,,0.0,,,0.0
2013-12-01,Andhra Bank,Andhra Bank,,xls_monthly,False,9302740.0,918.0,627.0,2408.0,,,,724260.0,,,10740227.0
2013-12-01,Axis Bank,Axis Bank Ltd.,,xls_monthly,False,13359067.0,2445.0,9883.0,243512.0,,,,4432887.0,,,27475731.0
2013-12-01,Bank of Baroda,Bank of Baroda,,xls_monthly,False,12734620.0,3493.0,1628.0,8446.0,,,,1169538.0,,,10829774.0
2013-12-01,Bank of India,Bank of India,,xls_monthly,False,16105627.0,1753.0,1609.0,3140.0,,,,1340415.0,,,15189588.0
2013-12-01,Bank of Maharashtra,Bank of Maharashtra,,xls_monthly,False,4152391.0,674.0,352.0,23.0,,,,475954.0,,,3866308.0
2013-12-01,Barclays Bank,Barclays Bank,,xls_monthly,False,4419.0,0.0,0.0,0.0,,,,300.0,,,777.0
2013-12-01,Canara Bank,Canara Bank,,xls_monthly,False,13320608.0,2469.0,2074.0,1035.0,,,,1031372.0,,,13848916.0
2013-12-01,Catholic Syrian Bank Ltd.,Catholic Syrian Bank Ltd.,,xls_monthly,False,556986.0,161.0,58.0,0.0,,,,18352.0,,,307552.0
2013-12-01,Central Bank of India,Central Bank of India,,xls_monthly,False,6356240.0,1916.0,1515.0,1362.0,,,,280979.0,,,1887011.0
2013-12-01,Citi Bank,Citibank,,xls_monthly,False,1781778.0,56.0,569.0,16818.0,,,,2002312.0,,,3722168.0
2013-12-01,City Union Bank,City Union Bank Ltd,,xls_monthly,False,1142877.0,360.0,540.0,2631.0,,,,166232.0,,,1517805.0
2013-12-01,Corporation Bank,Corporation Bank,,xls_monthly,False,5698743.0,1137.0,808.0,14104.0,,,,608896.0,,,3696610.0
2013-12-01,Dbs Ltd.,DBS Ltd.,,xls_monthly,False,15334.0,6.0,31.0,0.0,,,,8562.0,,,75872.0
2013-12-01,Dena Bank,Dena Bank,,xls_monthly,False,2324598.0,696.0,121.0,0.0,,,,181102.0,,,2541141.0
2013-12-01,Deutsche Bank,Deutsche Bank,,xls_monthly,False,77421.0,13.0,32.0,0.0,,,,89610.0,,,205921.0
2013-12-01,Development Credit Bank Ltd.,Development Credit Bank Ltd.,,xls_monthly,False,167085.0,100.0,137.0,580.0,,,,52966.0,,,353538.0
2013-12-01,Dhanalaxmi Bank Ltd.,Dhanalaxmi Bank Ltd.,,xls_monthly,False,807038.0,178.0,218.0,0.0,,,,51943.0,,,460171.0
2013-12-01,Federal Bank,Federal Bank Limited,,xls_monthly,False,3625869.0,888.0,424.0,8660.0,,,,402853.0,,,3698057.0
2013-12-01,HDFC Bank,HDFC  Bank Ltd.,,xls_monthly,False,17426713.0,4675.0,6798.0,225144.0,,,,7694636.0,,,31775652.0
2013-12-01,HSBC,HSBC,,xls_monthly,False,587361.0,70.0,75.0,17349.0,,,,303539.0,,,489916.0
2013-12-01,ICICI Bank,ICICI Bank Ltd.,,xls_monthly,False,21330502.0,3761.0,7454.0,278847.0,,,,8961095.0,,,32741496.0
2013-12-01,Idbi Ltd.,IDBI Ltd.,,xls_monthly,False,6098118.0,1042.0,1031.0,14444.0,,,,1032271.0,,,7150210.0
2013-12-01,Indian Bank,Indian Bank,,xls_monthly,False,10916184.0,1260.0,420.0,0.0,,,,817784.0,,,11683578.0
2013-12-01,Indian Overseas Bank,Indian Overseas Bank,,xls_monthly,False,5012078.0,1499.0,842.0,489.0,,,,454356.0,,,7555925.0
2013-12-01,IndusInd Bank,IndusInd Bank Ltd,,xls_monthly,False,1513021.0,484.0,571.0,185.0,,,,223703.0,,,1461850.0
2013-12-01,Ing Vysya Bank,ING Vysya Bank,,xls_monthly,False,1282553.0,271.0,357.0,0.0,,,,237095.0,,,2300370.0
2013-12-01,Jammu & Kashmir Bank,Jammu & Kashmir Bank,,xls_monthly,False,1534720.0,474.0,288.0,3730.0,,,,44698.0,,,2872279.0
2013-12-01,Karnataka Bank,Karnataka Bank Ltd.,,xls_monthly,False,2094788.0,324.0,282.0,2092.0,,,,222120.0,,,2165780.0
2013-12-01,Karur Vysya Bank,Karur Vysya Bank Ltd,,xls_monthly,False,2711754.0,623.0,934.0,8031.0,,,,331276.0,,,3424187.0
2013-12-01,Kotak Mahindra Bank,Kotak Mahindra Bank Ltd,,xls_monthly,False,1086961.0,405.0,631.0,0.0,,,,551774.0,,,2545883.0
2013-12-01,Lakshmi Vilas Bank Ltd.,Lakshmi Vilas Bank Ltd.,,xls_monthly,False,443626.0,192.0,496.0,3510.0,,,,28688.0,,,554412.0
2013-12-01,Oriental Bank Of Commerce,Oriental Bank of Commerce,,xls_monthly,False,4736211.0,1458.0,371.0,1558.0,,,,182779.0,,,4266997.0
2013-12-01,Punjab National Bank,Punjab National Bank,,xls_monthly,False,24063599.0,3215.0,3483.0,10596.0,,,,1705825.0,,,19797749.0
2013-12-01,Punjab and Sind Bank,Punjab and Sind Bank,,xls_monthly,False,425388.0,432.0,75.0,0.0,,,,3485.0,,,297301.0
2013-12-01,Ratnakar Bank Ltd.,Ratnakar Bank Ltd.,,xls_monthly,False,80649.0,92.0,199.0,0.0,,,,13860.0,,,162027.0
2013-12-01,Rbs (Abn Amro),RBS (ABN AMRO),,xls_monthly,False,159573.0,12.0,80.0,0.0,,,,78069.0,,,286960.0
2013-12-01,South Indian Bank,South Indian Bank Ltd,,xls_monthly,False,3071994.0,685.0,234.0,395.0,,,,171960.0,,,2166681.0
2013-12-01,Standard Chartered Bank,Standard Chartered Bank,,xls_monthly,False,675178.0,104.0,173.0,0.0,,,,641514.0,,,1396510.0
2013-12-01,State Bank Of Bikaner & Jaipur,State Bank of Bikaner & Jaipur,,xls_monthly,False,5972114.0,762.0,562.0,892.0,,,,215306.0,,,7867652.0
2013-12-01,State Bank Of Hyderabad,State Bank of Hyderabad,,xls_monthly,False,8973212.0,1430.0,540.0,85.0,,,,462695.0,,,15221396.0
2013-12-01,State Bank Of Mysore,State Bank of Mysore,,xls_monthly,False,3598275.0,658.0,271.0,1302.0,,,,224014.0,,,5816531.0
2013-12-01,State Bank Of Patiala,State Bank of Patiala,,xls_monthly,False,4432313.0,850.0,276.0,1144.0,,,,157645.0,,,4656282.0
2013-12-01,State Bank Of Travancore,State Bank of Travancore,,xls_monthly,False,8042698.0,712.0,345.0,1413.0,,,,378985.0,,,8841744.0
2013-12-01,State Bank of India,State Bank of India,,xls_monthly,False,114004780.0,20351.0,16389.0,113999.0,,,,11958000.0,,,216277000.0
2013-12-01,Syndicate  Bank,Syndicate  Bank,,xls_monthly,False,6078959.0,1235.0,197.0,972.0,,,,350245.0,,,8151194.0
2013-12-01,Tamilnadu Mercantile Bank Ltd.,Tamilnadu Mercantile Bank Ltd.,,xls_monthly,False,620350.0,267.0,324.0,1282.0,,,,35114.0,,,2190578.0
2013-12-01,UCO Bank,UCO Bank,,xls_monthly,False,3907887.0,1337.0,626.0,0.0,,,,359314.0,,,3370814.0
2013-12-01,Union Bank of India,Union  Bank of India,,xls_monthly,False,11445759.0,3002.0,2828.0,5273.0,,,,717357.0,,,12158970.0
2013-12-01,United  Bank Of India,United  Bank of India,,xls_monthly,False,2529735.0,591.0,713.0,0.0,,,,175543.0,,,2685243.0
2013-12-01,Vijaya  Bank,Vijaya  Bank,,xls_monthly,False,2970562.0,1277.0,223.0,1234.0,,,,195034.0,,,2945397.0
2013-12-01,Yes Bank,Yes Bank Ltd.,,xls_monthly,False,550438.0,390.0,768.0,6931.0,,,,224297.0,,,1145263.0
2014-01-01,Allahabad Bank,Allahabad Bank,,xls_monthly,False,2672483.0,502.0,351.0,312.0,,,,121545.0,,,3527150.0
2014-01-01,American Express Bkg. Corp.,American Express Bkg. Corp.,,xls_monthly,False,0.0,0.0,0.0,21912.0,,,,0.0,,,0.0
2014-01-01,Andhra Bank,Andhra Bank,,xls_monthly,False,9408331.0,967.0,630.0,2463.0,,,,761979.0,,,10637410.0
2014-01-01,Axis Bank,Axis Bank Ltd.,,xls_monthly,False,13541453.0,2466.0,10125.0,243492.0,,,,4676270.0,,,26907195.0
2014-01-01,Bank of America,Bank of America,,xls_monthly,False,0.0,,,,,,,0.0,,,0.0
2014-01-01,Bank of Baroda,Bank of Baroda,,xls_monthly,False,13074332.0,3897.0,1708.0,9397.0,,,,1267107.0,,,11250311.0
2014-01-01,Bank of India,Bank of India,,xls_monthly,False,16422929.0,1876.0,1671.0,3197.0,,,,1420262.0,,,15377258.0
2014-01-01,Bank of Maharashtra,Bank of Maharashtra,,xls_monthly,False,4312068.0,710.0,362.0,23.0,,,,490211.0,,,4041963.0
2014-01-01,Barclays Bank,Barclays Bank,,xls_monthly,False,4402.0,0.0,0.0,0.0,,,,309.0,,,716.0
2014-01-01,Canara Bank,Canara Bank,,xls_monthly,False,13792231.0,2829.0,2126.0,1044.0,,,,1024138.0,,,14606679.0
2014-01-01,Catholic Syrian Bank Ltd.,Catholic Syrian Bank Ltd.,,xls_monthly,False,569899.0,164.0,60.0,0.0,,,,15296.0,,,312601.0
2014-01-01,Central Bank of India,Central Bank of India,,xls_monthly,False,6680752.0,1964.0,1567.0,1349.0,,,,304609.0,,,2011310.0
2014-01-01,Citi Bank,Citibank,,xls_monthly,False,1768672.0,56.0,571.0,17072.0,,,,1958312.0,,,3521137.0
2014-01-01,City Union Bank,City Union Bank Ltd,,xls_monthly,False,1161196.0,366.0,542.0,2647.0,,,,177661.0,,,1549101.0
2014-01-01,Corporation Bank,Corporation Bank,,xls_monthly,False,5792587.0,1174.0,876.0,13704.0,,,,628576.0,,,4050224.0
2014-01-01,Dbs Ltd.,DBS Ltd.,,xls_monthly,False,15936.0,6.0,32.0,0.0,,,,9241.0,,,73521.0
2014-01-01,Dena Bank,Dena Bank,,xls_monthly,False,2363641.0,709.0,123.0,0.0,,,,193260.0,,,2536096.0
2014-01-01,Deutsche Bank,Deutsche Bank,,xls_monthly,False,78634.0,13.0,32.0,0.0,,,,90530.0,,,196891.0
2014-01-01,Development Credit Bank Ltd.,Development Credit Bank Ltd.,,xls_monthly,False,165353.0,101.0,133.0,582.0,,,,55608.0,,,351349.0
2014-01-01,Dhanalaxmi Bank Ltd.,Dhanalaxmi Bank Ltd.,,xls_monthly,False,816105.0,178.0,218.0,0.0,,,,54201.0,,,455347.0
2014-01-01,Federal Bank,Federal Bank Limited,,xls_monthly,False,3689637.0,891.0,428.0,8887.0,,,,406432.0,,,3647869.0
2014-01-01,HDFC Bank,HDFC  Bank Ltd.,,xls_monthly,False,17532616.0,4685.0,6830.0,225086.0,,,,8024823.0,,,30873218.0
2014-01-01,HSBC,HSBC,,xls_monthly,False,587579.0,70.0,76.0,17353.0,,,,290403.0,,,481337.0
2014-01-01,ICICI Bank,ICICI Bank Ltd.,,xls_monthly,False,21613061.0,3798.0,7448.0,283038.0,,,,8873491.0,,,32232448.0
2014-01-01,Idbi Ltd.,IDBI Ltd.,,xls_monthly,False,6153024.0,1067.0,1076.0,14413.0,,,,1092380.0,,,7272924.0
2014-01-01,Indian Bank,Indian Bank,,xls_monthly,False,11080797.0,1283.0,450.0,0.0,,,,840659.0,,,11677681.0
2014-01-01,Indian Overseas Bank,Indian Overseas Bank,,xls_monthly,False,5106707.0,1541.0,870.0,353.0,,,,450123.0,,,7535852.0
2014-01-01,IndusInd Bank,IndusInd Bank Ltd,,xls_monthly,False,1555554.0,487.0,574.0,214.0,,,,243242.0,,,1479081.0
2014-01-01,Ing Vysya Bank,ING Vysya Bank,,xls_monthly,False,1337757.0,273.0,361.0,0.0,,,,243550.0,,,2287710.0
2014-01-01,Jammu & Kashmir Bank,Jammu & Kashmir Bank,,xls_monthly,False,1575688.0,478.0,293.0,3775.0,,,,62349.0,,,2873983.0
2014-01-01,Karnataka Bank,Karnataka Bank Ltd.,,xls_monthly,False,2149711.0,327.0,293.0,2150.0,,,,238451.0,,,2207714.0
2014-01-01,Karur Vysya Bank,Karur Vysya Bank Ltd,,xls_monthly,False,2758648.0,628.0,972.0,8244.0,,,,347719.0,,,3404850.0
2014-01-01,Kotak Mahindra Bank,Kotak Mahindra Bank Ltd,,xls_monthly,False,1108813.0,409.0,630.0,0.0,,,,598032.0,,,2494504.0
2014-01-01,Lakshmi Vilas Bank Ltd.,Lakshmi Vilas Bank Ltd.,,xls_monthly,False,448232.0,197.0,491.0,3595.0,,,,31636.0,,,539383.0
2014-01-01,Oriental Bank Of Commerce,Oriental Bank of Commerce,,xls_monthly,False,4808494.0,1555.0,377.0,1574.0,,,,207839.0,,,4353396.0
2014-01-01,Punjab National Bank,Punjab National Bank,,xls_monthly,False,24437226.0,3223.0,3380.0,10732.0,,,,1790176.0,,,19863731.0
2014-01-01,Punjab and Sind Bank,Punjab and Sind Bank,,xls_monthly,False,444606.0,474.0,76.0,0.0,,,,4997.0,,,313339.0
2014-01-01,Ratnakar Bank Ltd.,Ratnakar Bank Ltd.,,xls_monthly,False,86909.0,103.0,199.0,9.0,,,,16033.0,,,172944.0
2014-01-01,Rbs (Abn Amro),RBS (ABN AMRO),,xls_monthly,False,152110.0,12.0,45.0,0.0,,,,75921.0,,,255244.0
2014-01-01,South Indian Bank,South Indian Bank Ltd,,xls_monthly,False,3116416.0,694.0,238.0,544.0,,,,170528.0,,,2109723.0
2014-01-01,Standard Chartered Bank,Standard Chartered Bank,,xls_monthly,False,637910.0,104.0,173.0,0.0,,,,611123.0,,,1321638.0
2014-01-01,State Bank Of Bikaner & Jaipur,State Bank of Bikaner & Jaipur,,xls_monthly,False,6083181.0,806.0,584.0,954.0,,,,227109.0,,,8242119.0
2014-01-01,State Bank Of Hyderabad,State Bank of Hyderabad,,xls_monthly,False,9162566.0,1527.0,543.0,200.0,,,,475616.0,,,15171142.0
2014-01-01,State Bank Of Mysore,State Bank of Mysore,,xls_monthly,False,3684295.0,678.0,277.0,1475.0,,,,231138.0,,,6033733.0
2014-01-01,State Bank Of Patiala,State Bank of Patiala,,xls_monthly,False,4524413.0,874.0,276.0,1305.0,,,,175513.0,,,4778706.0
2014-01-01,State Bank Of Travancore,State Bank of Travancore,,xls_monthly,False,8179525.0,727.0,355.0,1552.0,,,,371608.0,,,8683459.0
2014-01-01,State Bank of India,State Bank of India,,xls_monthly,False,116827184.0,20844.0,17549.0,114977.0,,,,12303532.0,,,224013823.0
2014-01-01,Syndicate  Bank,Syndicate  Bank,,xls_monthly,False,6154361.0,1250.0,203.0,1157.0,,,,344461.0,,,8020737.0
2014-01-01,Tamilnadu Mercantile Bank Ltd.,Tamilnadu Mercantile Bank Ltd.,,xls_monthly,False,624891.0,275.0,330.0,1324.0,,,,34273.0,,,2127575.0
2014-01-01,UCO Bank,UCO Bank,,xls_monthly,False,4032572.0,1388.0,644.0,0.0,,,,369046.0,,,3434505.0
2014-01-01,Union Bank of India,Union  Bank of India,,xls_monthly,False,11771447.0,3077.0,2927.0,5753.0,,,,778302.0,,,12139915.0
2014-01-01,United  Bank Of India,United  Bank of India,,xls_monthly,False,2573723.0,638.0,766.0,0.0,,,,198566.0,,,2784715.0
2014-01-01,Vijaya  Bank,Vijaya  Bank,,xls_monthly,False,3116531.0,1283.0,223.0,1279.0,,,,208801.0,,,2997421.0
2014-01-01,Yes Bank,Yes Bank Ltd.,,xls_monthly,False,574813.0,398.0,732.0,7024.0,,,,245996.0,,,1155076.0
2014-02-01,Allahabad Bank,Allahabad Bank,,xls_monthly,False,2730491.0,509.0,362.0,316.0,,,,109378.0,,,3276404.0
2014-02-01,American Express Bkg. Corp.,American Express Bkg. Corp.,,xls_monthly,False,0.0,0.0,0.0,21972.0,,,,0.0,,,0.0
2014-02-01,Andhra Bank,Andhra Bank,,xls_monthly,False,9587217.0,1031.0,652.0,2515.0,,,,650384.0,,,11824801.0
2014-02-01,Axis Bank,Axis Bank Ltd.,,xls_monthly,False,13396988.0,2475.0,10257.0,243245.0,,,,4252080.0,,,24334979.0
2014-02-01,Bank of America,Bank of America,,xls_monthly,False,0.0,0.0,0.0,0.0,,,,0.0,,,0.0
2014-02-01,Bank of Baroda,Bank of Baroda,,xls_monthly,False,13319468.0,4011.0,1866.0,10012.0,,,,1158662.0,,,10383523.0
2014-02-01,Bank of India,Bank of India,,xls_monthly,False,16655416.0,1972.0,1717.0,3262.0,,,,903068.0,,,10039167.0
2014-02-01,Bank of Maharashtra,Bank of Maharashtra,,xls_monthly,False,4344322.0,737.0,366.0,23.0,,,,446580.0,,,3778727.0
2014-02-01,Barclays Bank,Barclays Bank,,xls_monthly,False,4356.0,0.0,0.0,0.0,,,,291.0,,,990.0
2014-02-01,Canara Bank,Canara Bank,,xls_monthly,False,14345470.0,3489.0,2233.0,1033.0,,,,891729.0,,,13626713.0
2014-02-01,Catholic Syrian Bank Ltd.,Catholic Syrian Bank Ltd.,,xls_monthly,False,575782.0,168.0,61.0,0.0,,,,13319.0,,,293414.0
2014-02-01,Central Bank of India,Central Bank of India,,xls_monthly,False,6948124.0,1982.0,1589.0,0.0,,,,278469.0,,,5565975.0
2014-02-01,Citi Bank,Citibank,,xls_monthly,False,1770582.0,56.0,559.0,17309.0,,,,1814515.0,,,3273445.0
2014-02-01,City Union Bank,City Union Bank Ltd,,xls_monthly,False,1184662.0,370.0,546.0,2673.0,,,,160351.0,,,1442728.0
2014-02-01,Corporation Bank,Corporation Bank,,xls_monthly,False,5840374.0,1202.0,917.0,13573.0,,,,580229.0,,,3961000.0
2014-02-01,Dbs Ltd.,DBS Ltd.,,xls_monthly,False,16452.0,6.0,32.0,0.0,,,,9136.0,,,67588.0
2014-02-01,Dena Bank,Dena Bank,,xls_monthly,False,2444000.0,718.0,123.0,0.0,,,,178116.0,,,2342952.0
2014-02-01,Deutsche Bank,Deutsche Bank,,xls_monthly,False,78919.0,13.0,32.0,0.0,,,,82602.0,,,181562.0
2014-02-01,Development Credit Bank Ltd.,Development Credit Bank Ltd.,,xls_monthly,False,172317.0,101.0,133.0,578.0,,,,52187.0,,,322906.0
2014-02-01,Dhanalaxmi Bank Ltd.,Dhanalaxmi Bank Ltd.,,xls_monthly,False,816429.0,179.0,217.0,15.0,,,,52162.0,,,429605.0
2014-02-01,Federal Bank,Federal Bank Limited,,xls_monthly,False,3737189.0,901.0,432.0,8859.0,,,,373425.0,,,3356318.0
2014-02-01,HDFC Bank,HDFC  Bank Ltd.,,xls_monthly,False,17295713.0,4629.0,6613.0,217601.0,,,,7517528.0,,,28941299.0
2014-02-01,HSBC,HSBC,,xls_monthly,False,586492.0,70.0,76.0,17548.0,,,,259331.0,,,437044.0
2014-02-01,ICICI Bank,ICICI Bank Ltd.,,xls_monthly,False,22055140.0,3846.0,7445.0,286319.0,,,,8196491.0,,,30360777.0
2014-02-01,Idbi Ltd.,IDBI Ltd.,,xls_monthly,False,6244899.0,1091.0,1108.0,14512.0,,,,1000933.0,,,6779598.0
2014-02-01,Indian Bank,Indian Bank,,xls_monthly,False,11220554.0,1300.0,473.0,0.0,,,,770588.0,,,11122124.0
2014-02-01,Indian Overseas Bank,Indian Overseas Bank,,xls_monthly,False,5207687.0,1565.0,896.0,510.0,,,,403209.0,,,6084925.0
2014-02-01,IndusInd Bank,IndusInd Bank Ltd,,xls_monthly,False,1588370.0,491.0,585.0,221.0,,,,223896.0,,,1401606.0
